Terrain,MechTilt_deg,ElecTilt_deg,MeanTput_PF_Mbps,StdTput_PF,MeanTput_RR_Mbps,StdTput_RR,Coverage_km
Suburban,6,7,18.4605,16.2438678304102,1.7415,2.60276839467643,0.52588061420762
Suburban,6,7.5,14.3565,14.8981600784959,2.9505,6.48699540918409,0.529329460601113
Suburban,6,8,16.0965,14.9653443283924,1.767,3.51288604531188,0.532800925324934
Suburban,6,8.5,17.337,15.1790186824862,3.831,9.20114311886721,0.536295156715313
Suburban,6,9,13.95,14.8367519755394,2.418,3.97630109626563,0.539812304081302
Suburban,6,9.5,13.5015,14.8190655689465,2.2455,4.78726970991924,0.543352517711155
Suburban,6,10,18.021,14.9094129971092,2.769,7.30563201808533,0.546915948878753
Suburban,6,10.5,13.1745,14.8655886794205,4.2765,8.06825539711413,0.550502749850065
Suburban,6,11,16.905,16.6940743183604,3.3105,8.24347158207571,0.554113073889654
Suburban,6,11.5,18.1035,16.8361484049127,6.2085,12.3656902829349,0.55774707526723
Suburban,6,12,14.8995,15.1915091836035,1.4505,1.49345075347707,0.561404909264238
Hilly,0,0,18.4095,15.7102648183684,2.553,6.05627234310657,1
Hilly,0,0.5,12.765,13.3365186458774,1.239,0.535979934135522,1.00655823070924
Hilly,0,1,11.37,12.9782421925376,2.1135,4.09338132395032,1.01315947180852
Hilly,0,1.5,11.967,14.8881017073695,2.0025,5.73770257745615,1.0198040053699
Hilly,0,2,18.216,17.108937245588,2.8575,7.38899355564113,1.02649211531532
Hilly,0,2.5,14.1975,15.516810543368,3.3195,6.97154802664051,1.03322408742878
Hilly,0,3,18.1725,17.2937151274144,3.321,7.52326046067685,1.04000020936849
Hilly,0,3.5,16.779,15.9643435281791,2.889,7.47250941376292,1.04682077067918
Hilly,0,4,16.7655,15.2854763749843,4.6515,10.761618555244,1.05368606280453
Hilly,0,4.5,12.2745,14.1158801965903,2.499,4.30965917966815,1.06059637909951
Hilly,0,5,14.652,14.65757173558,4.3125,9.45416878408457,1.06755201484304
Hilly,0,5.5,14.793,14.4969675224489,2.319,3.24930353605011,1.07455326725049
Hilly,0,6,15.681,16.3243585678905,4.641,10.3874062288555,1.08160043548649
Hilly,0,6.5,17.1405,14.3784852829014,3.108,8.29544754669693,1.08869382067763
Hilly,0,7,13.1205,13.6520637316361,2.019,3.65735058003825,1.09583372592536
Hilly,0,7.5,15.2205,15.2052695366992,3.2985,7.58540389800823,1.10302045631895
Hilly,0,8,16.0035,15.0530787158817,2.379,6.01001791229631,1.11025431894851
Hilly,0,8.5,16.167,15.7628530645532,2.0715,5.73709512376984,1.1175356229181
Hilly,0,9,17.613,16.437365068896,4.371,9.96371012162413,1.124864679359
Hilly,0,9.5,13.0935,14.1460231034329,1.602,2.04694795204161,1.13224180144292
Hilly,0,10,12.7575,14.1320271033925,1.6755,2.54145973842609,1.13966730439543
Hilly,0,10.5,19.977,15.5489630207422,3.4665,8.24099633923383,1.14714150550943
Hilly,0,11,16.998,16.5895327830287,2.526,5.81779676369616,1.15466472415871
Hilly,0,11.5,12.657,13.5316428479053,3.4725,7.14317901060522,1.16223728181157
Hilly,0,12,15.792,14.6377704056656,3.0825,7.37188407022913,1.16985950204457
Hilly,0.5,0,16.452,16.1604162087743,4.035,9.52031662138548,1.00655823070924
Hilly,0.5,0.5,15.174,15.6248411910297,2.343,4.44686899712045,1.01315947180852
Hilly,0.5,1,18.9195,16.9962130310831,4.7505,9.93509098640587,1.0198040053699
Hilly,0.5,1.5,15.8685,17.0926883535932,6.03,13.1068606431276,1.02649211531532
Hilly,0.5,2,16.0845,15.9222015530491,2.667,6.60817258385094,1.03322408742878
Hilly,0.5,2.5,11.928,13.8196839430471,2.3565,3.59786575766858,1.04000020936849
Hilly,0.5,3,14.9715,16.4210883656427,3.522,8.22191360118228,1.04682077067918
Hilly,0.5,3.5,16.4025,15.7972923361271,2.667,5.50579110703318,1.05368606280453
Hilly,0.5,4,14.3175,14.0667942422964,1.647,3.36537607444532,1.06059637909951
Hilly,0.5,4.5,10.815,14.3458564379676,2.892,7.09562677906294,1.06755201484304
Hilly,0.5,5,11.3895,13.6826253690509,2.976,7.09844579137301,1.07455326725049
Hilly,0.5,5.5,15.1155,14.819218329175,3.432,8.66555319901147,1.08160043548649
Hilly,0.5,6,16.746,15.7776000153667,4.2915,9.62584558967816,1.08869382067763
Hilly,0.5,6.5,16.1385,16.3945775707851,2.43,6.18707094987406,1.09583372592536
Hilly,0.5,7,17.931,15.1183229147648,2.7645,6.74654690586683,1.10302045631895
Hilly,0.5,7.5,12.7455,13.9911047633845,1.7865,2.70589025864626,1.11025431894851
Hilly,0.5,8,16.1685,14.7864292529001,2.283,5.87350380427011,1.1175356229181
Hilly,0.5,8.5,15.327,14.7827307548852,4.887,10.375759426349,1.124864679359
Hilly,0.5,9,15.555,16.6317743601621,1.4805,1.91679799165596,1.13224180144292
Hilly,0.5,9.5,13.065,13.9390510027456,2.5725,4.70229603600242,1.13966730439543
Hilly,0.5,10,17.517,15.9132440990234,3.7665,8.04733859225318,1.14714150550943
Hilly,0.5,10.5,12.5355,13.6361923604735,1.827,4.63547996326118,1.15466472415871
Hilly,0.5,11,12.3945,13.8684731753097,3.432,8.66555319901147,1.16223728181157
Hilly,0.5,11.5,14.862,16.0982801401078,3.288,6.62781176373546,1.16985950204457
Hilly,0.5,12,13.779,13.6722097851139,2.7015,6.41547755789999,1.17753171055638
Hilly,1,0,16.2405,14.992614584916,2.2605,5.44100101928283,1.01315947180852
Hilly,1,0.5,16.8015,16.6191488168907,3.531,8.7293598545018,1.0198040053699
Hilly,1,1,11.3925,12.9468677265419,2.1015,3.88039095048056,1.02649211531532
Hilly,1,1.5,13.9485,15.3821958521758,2.2815,5.4705025559162,1.03322408742878
Hilly,1,2,16.92,15.6781085190368,4.1355,9.54808198764847,1.04000020936849
Hilly,1,2.5,16.908,15.3226809677946,4.977,10.0235880475476,1.04682077067918
Hilly,1,3,15.276,14.7663105598867,3.57,7.3083524344494,1.05368606280453
Hilly,1,3.5,14.967,14.5663711811746,2.196,4.21184663073293,1.06059637909951
Hilly,1,4,14.793,15.7608603955547,1.899,2.82765569592443,1.06755201484304
Hilly,1,4.5,15.1905,14.6597993363358,1.5585,1.47088764329016,1.07455326725049
Hilly,1,5,14.952,14.6580807970573,2.7225,5.40425533864807,1.08160043548649
Hilly,1,5.5,14.595,16.8778807065004,3.144,8.06746356467427,1.08869382067763
Hilly,1,6,14.412,15.1220926030056,2.43,4.97565245439618,1.09583372592536
Hilly,1,6.5,18.3495,15.7654778903858,1.9815,5.72660460090463,1.10302045631895
Hilly,1,7,18.1575,15.4287741802154,3.129,5.73925873404628,1.11025431894851
Hilly,1,7.5,18.2115,15.8487769195903,2.9655,6.75729554720266,1.1175356229181
Hilly,1,8,13.2045,13.9179058890601,3.3255,6.02311764566071,1.124864679359
Hilly,1,8.5,17.8635,14.4523338716186,4.2615,9.92939386367567,1.13224180144292
Hilly,1,9,17.706,16.3966090944414,3.7335,9.13522506508712,1.13966730439543
Hilly,1,9.5,18.6615,16.805791344179,3.5865,8.6269854413997,1.14714150550943
Hilly,1,10,14.2305,14.237635425168,3.501,8.13368054349773,1.15466472415871
Hilly,1,10.5,15.009,15.4657189702033,4.269,7.94767255110525,1.16223728181157
Hilly,1,11,17.0745,16.2034620025273,3.147,7.29223384771744,1.16985950204457
Hilly,1,11.5,11.9055,14.6209908947683,1.8165,2.13697173923422,1.17753171055638
Hilly,1,12,12.0645,13.3811521136169,2.805,6.50206207479518,1.18525423518166
Hilly,1.5,0,19.872,15.7066017252333,3.858,8.11570416425048,1.0198040053699
Hilly,1.5,0.5,16.842,15.3810365949338,3.5505,8.110673381667,1.02649211531532
Hilly,1.5,1,14.142,15.5436789436105,1.9095,3.59889045401496,1.03322408742878
Hilly,1.5,1.5,14.6235,15.1655746121381,3.1005,8.06495551122008,1.04000020936849
Hilly,1.5,2,16.6095,16.1107248867812,3.297,8.20967361204613,1.04682077067918
Hilly,1.5,2.5,15.684,14.4876211762642,4.2255,8.97942303325799,1.05368606280453
Hilly,1.5,3,18.921,16.4127822884781,3.66,9.44843281465563,1.06059637909951
Hilly,1.5,3.5,14.6115,15.1298058733517,2.916,5.71977584475875,1.06755201484304
Hilly,1.5,4,12.4545,14.4395853383987,2.8365,6.77974212756846,1.07455326725049
Hilly,1.5,4.5,11.547,11.8476937823014,1.8045,3.0556350170043,1.08160043548649
Hilly,1.5,5,16.4685,16.2062069316742,3.6285,8.83595248841635,1.08869382067763
Hilly,1.5,5.5,15.6165,16.2679011368387,2.8875,6.29643211652116,1.09583372592536
Hilly,1.5,6,11.178,13.3750935911278,1.959,5.7253325364612,1.10302045631895
Hilly,1.5,6.5,17.1075,15.6705082178633,3.054,6.84970645877826,1.11025431894851
Hilly,1.5,7,16.7325,16.5124715158339,4.503,10.0327825407613,1.1175356229181
Hilly,1.5,7.5,14.844,15.5095112029716,2.0565,4.95987165012506,1.124864679359
Hilly,1.5,8,14.439,15.8774091535292,1.917,4.65148495051827,1.13224180144292
Hilly,1.5,8.5,13.218,14.622629792237,4.377,9.48100792239358,1.13966730439543
Hilly,1.5,9,16.5885,15.5247795754834,1.476,1.21770485013439,1.14714150550943
Hilly,1.5,9.5,20.8455,17.4470713363099,2.859,6.17114285052879,1.15466472415871
Hilly,1.5,10,17.4615,15.3216884843089,2.4555,5.62333261001491,1.16223728181157
Hilly,1.5,10.5,14.811,14.897891543738,2.7285,6.2653179838517,1.16985950204457
Hilly,1.5,11,13.3155,13.8994162720627,2.5035,4.99165888441582,1.17753171055638
Hilly,1.5,11.5,14.3115,15.3849434496517,2.934,5.55044758261412,1.18525423518166
Hilly,1.5,12,12.51,13.937329664009,3.2385,7.328127962773,1.19302740590509
Hilly,2,0,18.6795,15.3721693013905,4.9605,10.1982555155882,1.02649211531532
Hilly,2,0.5,14.028,14.7547343145811,2.499,6.32720873752109,1.03322408742878
Hilly,2,1,16.4235,14.538188109954,2.5875,6.05288396855042,1.04000020936849
Hilly,2,1.5,17.001,15.5312686250042,3.3585,7.87365571616734,1.04682077067918
Hilly,2,2,13.4835,14.3965819444642,1.149,0.118769198233294,1.05368606280453
Hilly,2,2.5,13.596,14.6403101966134,3.444,8.35009098080704,1.06059637909951
Hilly,2,3,14.9445,14.7481651314629,4.1745,9.87741637963768,1.06755201484304
Hilly,2,3.5,9.663,12.1534987403897,1.68,2.83092434605046,1.07455326725049
Hilly,2,4,13.9545,14.4290317200272,2.709,7.00680929743434,1.08160043548649
Hilly,2,4.5,15.8055,15.019654037226,1.6815,1.43867684746387,1.08869382067763
Hilly,2,5,14.448,13.6794011684185,2.55,6.48640060874618,1.09583372592536
Hilly,2,5.5,14.4045,14.3970214553467,2.733,5.72756813444361,1.10302045631895
Hilly,2,6,12.6285,13.6183746389252,1.2705,0.782423139603984,1.11025431894851
Hilly,2,6.5,16.0005,15.3095229217581,3.549,7.74780574598712,1.1175356229181
Hilly,2,7,16.932,14.6390988556715,4.677,9.96958108140836,1.124864679359
Hilly,2,7.5,16.5225,17.0411867894779,3.9555,9.24322875439759,1.13224180144292
Hilly,2,8,13.755,14.2253761472452,2.379,5.07800720193041,1.13966730439543
Hilly,2,8.5,17.262,17.5124884302719,3.522,8.20228726188803,1.14714150550943
Hilly,2,9,12.8025,14.7853435512528,2.037,3.3485651816129,1.15466472415871
Hilly,2,9.5,15.0735,16.0120151076035,1.827,1.89141346562807,1.16223728181157
Hilly,2,10,14.856,14.0979387333969,2.1345,5.55622671937916,1.16985950204457
Hilly,2,10.5,11.559,15.0272480066398,2.0835,3.07177992176443,1.17753171055638
Hilly,2,11,15.6525,14.1753219108248,1.821,3.12879304498833,1.18525423518166
Hilly,2,11.5,13.7925,14.877581451531,2.718,6.07165554197602,1.19302740590509
Hilly,2,12,18.8085,16.330710560106,2.811,6.28365664373273,1.20085155487547
Hilly,2.5,0,14.838,14.4291347485508,2.826,6.6420870521368,1.03322408742878
Hilly,2.5,0.5,17.5215,16.4962000958415,4.56,9.36381986418895,1.04000020936849
Hilly,2.5,1,15.2385,14.518396326308,2.448,4.86840825933814,1.04682077067918
Hilly,2.5,1.5,16.377,15.3749720756342,4.128,8.88472037390311,1.05368606280453
Hilly,2.5,2,15.4485,14.6723330591273,2.481,4.76133598984185,1.06059637909951
Hilly,2.5,2.5,13.1025,14.6122373669246,2.5575,6.58699873204166,1.06755201484304
Hilly,2.5,3,17.4705,15.1615767801104,2.1345,5.87070922340004,1.07455326725049
Hilly,2.5,3.5,11.1795,12.0891276524801,2.43,4.97565245439618,1.08160043548649
Hilly,2.5,4,9.4755,12.7179483989986,2.1285,5.74345459312297,1.08869382067763
Hilly,2.5,4.5,15.2235,15.1885382487142,4.8555,11.2407289349844,1.09583372592536
Hilly,2.5,5,13.5015,15.7950339408903,3.6735,8.28230904471965,1.10302045631895
Hilly,2.5,5.5,16.941,16.1353346568888,2.943,7.34586868482509,1.11025431894851
Hilly,2.5,6,17.553,16.2469060162863,4.125,8.29554220097537,1.1175356229181
Hilly,2.5,6.5,17.127,15.1507937759319,3.822,7.91974837262613,1.124864679359
Hilly,2.5,7,9.7545,11.9094518392848,1.6995,2.75303399424515,1.13224180144292
Hilly,2.5,7.5,13.017,12.4742371653397,3.0885,6.70917398501667,1.13966730439543
Hilly,2.5,8,13.2675,14.6518101984648,2.8845,7.35526482618167,1.14714150550943
Hilly,2.5,8.5,16.2795,16.0276361214889,2.313,5.99089283319068,1.15466472415871
Hilly,2.5,9,15.675,16.2452104401543,1.2615,0.578708317139585,1.16223728181157
Hilly,2.5,9.5,18.0645,15.7851358087284,5.6835,11.6183304435671,1.16985950204457
Hilly,2.5,10,13.683,13.8505354644888,3.894,7.80063046902529,1.17753171055638
Hilly,2.5,10.5,17.8575,16.1420395257545,4.893,9.65907635969656,1.18525423518166
Hilly,2.5,11,17.4255,16.5884037824928,2.214,5.33119946682752,1.19302740590509
Hilly,2.5,11.5,16.2075,16.1818439216327,3.489,8.41745053263681,1.20085155487547
Hilly,2.5,12,12.156,15.4706111774578,1.6695,2.18612443630741,1.20872701641989
Hilly,3,0,18.489,16.8110880865297,4.512,10.747911804777,1.04000020936849
Hilly,3,0.5,12.2025,14.4287997241486,2.814,6.59894309719367,1.04682077067918
Hilly,3,1,17.5965,15.4604201783728,2.0985,3.21001466237353,1.05368606280453
Hilly,3,1.5,18.1065,15.6866077760747,4.2345,9.2570834571507,1.06059637909951
Hilly,3,2,17.658,15.051845300121,2.148,5.8051609691335,1.06755201484304
Hilly,3,2.5,17.0385,16.6712818346462,3.2475,7.70166005495184,1.07455326725049
Hilly,3,3,14.5605,15.8283039640244,4.899,10.5608778913845,1.08160043548649
Hilly,3,3.5,14.8815,15.7371747344448,2.9595,5.26624767180735,1.08869382067763
Hilly,3,4,20.436,16.7291433963461,5.766,11.7391773431479,1.09583372592536
Hilly,3,4.5,18.1065,14.7503388148565,3.1755,6.84468639805763,1.10302045631895
Hilly,3,5,13.335,13.5129444743678,1.7625,2.70349476207583,1.11025431894851
Hilly,3,5.5,15.3315,16.3181145510135,1.5795,2.76820361886733,1.1175356229181
Hilly,3,6,12.486,13.1453347431781,4.614,9.45311221832497,1.124864679359
Hilly,3,6.5,13.8,15.0427884613817,1.5165,1.18005977451508,1.13224180144292
Hilly,3,7,14.946,15.0299016249988,2.259,4.87629825727237,1.13966730439543
Hilly,3,7.5,15.8955,14.4816832673243,4.836,11.0783148630142,1.14714150550943
Hilly,3,8,16.7865,14.4138620300893,3.4995,6.6618842136073,1.15466472415871
Hilly,3,8.5,13.521,14.0192900632504,2.9925,7.20768483379131,1.16223728181157
Hilly,3,9,15.0915,15.6096390697465,4.9725,9.49827622653238,1.16985950204457
Hilly,3,9.5,16.8915,15.9621951411606,2.2035,4.84477419389139,1.17753171055638
Hilly,3,10,11.838,13.4797327457913,1.6245,2.15592142571977,1.18525423518166
Hilly,3,10.5,14.307,13.4334974247671,2.1315,2.62415102889467,1.19302740590509
Hilly,3,11,15.8655,15.1276927860997,3.366,8.42160087064745,1.20085155487547
Hilly,3,11.5,14.3445,15.9969690129737,2.8755,7.68977669124562,1.20872701641989
Hilly,3,12,15.915,15.3423184262965,2.349,4.93426162207701,1.21665412705807
Hilly,3.5,0,13.764,14.98287982182,2.2035,3.71836318087649,1.04682077067918
Hilly,3.5,0.5,15.426,16.0826063985732,3.666,8.54196238744771,1.05368606280453
Hilly,3.5,1,11.763,14.6059833979232,3.4065,7.74363598151964,1.06059637909951
Hilly,3.5,1.5,16.0665,15.9255831678056,4.596,9.96195871445829,1.06755201484304
Hilly,3.5,2,16.131,16.3442967023325,2.505,5.63683448942973,1.07455326725049
Hilly,3.5,2.5,10.7775,13.6952651303214,2.1555,4.33365534190814,1.08160043548649
Hilly,3.5,3,16.065,15.7817246089473,2.1045,4.71804419981718,1.08869382067763
Hilly,3.5,3.5,15.348,15.6795125327705,4.992,10.4240932655154,1.09583372592536
Hilly,3.5,4,16.0275,16.4650807446721,2.1825,5.7671776468394,1.10302045631895
Hilly,3.5,4.5,15.4845,15.1385934782595,4.143,8.84231194949855,1.11025431894851
Hilly,3.5,5,16.44,14.8728565596827,4.668,10.5668776884013,1.1175356229181
Hilly,3.5,5.5,17.094,15.773006811561,2.2365,5.87687488537636,1.124864679359
Hilly,3.5,6,18.5625,16.3098968718195,2.2185,3.78103757625618,1.13224180144292
Hilly,3.5,6.5,11.4435,12.8082202259776,3.03,6.8046090322393,1.13966730439543
Hilly,3.5,7,12.9345,14.6825141472322,3.129,6.88484426928053,1.14714150550943
Hilly,3.5,7.5,16.9485,16.9798713442519,2.721,5.520593080384,1.15466472415871
Hilly,3.5,8,13.689,13.5797494792197,4.017,9.17082975348179,1.16223728181157
Hilly,3.5,8.5,17.811,15.3166643941579,2.7465,6.08501423287454,1.16985950204457
Hilly,3.5,9,15.0975,16.0262812296247,3.2475,7.92898044311795,1.17753171055638
Hilly,3.5,9.5,14.208,14.6062726251429,4.5375,10.5202637920873,1.18525423518166
Hilly,3.5,10,15.435,13.4360645887348,1.911,4.19023756084623,1.19302740590509
Hilly,3.5,10.5,13.2465,14.592187602639,3.78,8.58959681646279,1.20085155487547
Hilly,3.5,11,15.8115,15.5677258130337,2.556,6.36269532798284,1.20872701641989
Hilly,3.5,11.5,11.5845,14.0319286879631,1.3065,0.706670296647075,1.21665412705807
Hilly,3.5,12,16.215,15.4018220496466,3.282,6.95350638314284,1.22463322551667
Hilly,4,0,15.7665,14.8907317856526,2.424,4.75483631341258,1.05368606280453
Hilly,4,0.5,14.9475,16.1036266751262,2.61,6.41849209833015,1.06059637909951
Hilly,4,1,17.811,15.1188346854147,3.7305,8.95772994487477,1.06755201484304
Hilly,4,1.5,11.502,12.4984589254117,2.9325,6.53821234461418,1.07455326725049
Hilly,4,2,15.3855,13.9898460717852,1.5495,1.9340760727288,1.08160043548649
Hilly,4,2.5,14.8905,15.659742916609,2.9895,7.47735883538173,1.08869382067763
Hilly,4,3,14.934,15.5014768552508,5.259,11.456398889276,1.09583372592536
Hilly,4,3.5,16.8915,15.5988246957184,2.5995,6.12329836837658,1.10302045631895
Hilly,4,4,16.785,15.5060628366416,2.832,6.61793527823737,1.11025431894851
Hilly,4,4.5,16.731,15.7855418219409,1.6365,3.36017799728964,1.1175356229181
Hilly,4,5,15.2865,15.7192315350026,1.9365,2.48463754388639,1.124864679359
Hilly,4,5.5,13.0575,13.9545355530021,4.488,9.00599749146792,1.13224180144292
Hilly,4,6,14.19,13.6757774095333,3.816,8.49122710537777,1.13966730439543
Hilly,4,6.5,16.971,15.3966040848928,2.97,6.79322892177744,1.14714150550943
Hilly,4,7,15.336,15.0365160627761,4.4505,10.2425725827179,1.15466472415871
Hilly,4,7.5,13.0725,14.4177445676627,4.668,10.5786040319745,1.16223728181157
Hilly,4,8,14.778,13.9835340851376,3.417,8.21236070611532,1.16985950204457
Hilly,4,8.5,14.8755,14.8190200194458,4.221,8.53415610404235,1.17753171055638
Hilly,4,9,13.056,14.6222159045469,1.845,2.56293239258854,1.18525423518166
Hilly,4,9.5,17.1495,15.4103434734398,3.594,8.39584226548705,1.19302740590509
Hilly,4,10,14.502,14.1885282060213,1.401,1.86695867492496,1.20085155487547
Hilly,4,10.5,16.296,16.5547124433387,2.3265,4.06108149489311,1.20872701641989
Hilly,4,11,12.3825,14.5245194254687,1.314,0.902832278138625,1.21665412705807
Hilly,4,11.5,13.482,15.1554589073996,5.3985,11.6333510820382,1.22463322551667
Hilly,4,12,14.829,13.9933661031919,2.73,5.18653328833629,1.23266465274381
Hilly,4.5,0,19.44,16.0053570432413,3.762,8.51006193171546,1.06059637909951
Hilly,4.5,0.5,14.2395,15.356206856858,1.947,3.2138914043856,1.06755201484304
Hilly,4.5,1,15.381,14.9430974782639,3.4605,7.51223507122255,1.07455326725049
Hilly,4.5,1.5,16.737,15.5670228367533,3.921,8.61349996416399,1.08160043548649
Hilly,4.5,2,17.4675,15.4864557759353,2.991,5.87167569865742,1.08869382067763
Hilly,4.5,2.5,12.5415,12.9914616878054,2.613,4.32690986497198,1.09583372592536
Hilly,4.5,3,16.3335,16.2188261499923,3.771,8.51844391509939,1.10302045631895
Hilly,4.5,3.5,15.1395,14.6040627996151,3.351,5.99359556152249,1.11025431894851
Hilly,4.5,4,16.476,17.7459329632086,2.0205,4.08773267452354,1.1175356229181
Hilly,4.5,4.5,15.06,15.2297758167536,3.6885,9.25939568321645,1.124864679359
Hilly,4.5,5,15.021,14.6710385259044,2.0685,4.28922418773524,1.13224180144292
Hilly,4.5,5.5,14.6535,15.9305892459912,3.618,7.83586573626263,1.13966730439543
Hilly,4.5,6,18.1125,15.8579120228512,4.467,10.0165353597062,1.14714150550943
Hilly,4.5,6.5,13.3695,14.3834711419684,2.1465,3.80231538617174,1.15466472415871
Hilly,4.5,7,13.353,14.0042227960872,2.646,6.90059957465987,1.16223728181157
Hilly,4.5,7.5,16.4385,15.8667226612872,2.889,6.38875598698405,1.16985950204457
Hilly,4.5,8,14.424,13.8986583187452,4.92,11.1236888702279,1.17753171055638
Hilly,4.5,8.5,12.2805,14.6002326389769,1.77,2.93544055032457,1.18525423518166
Hilly,4.5,9,17.2095,17.0081597239054,2.733,6.52272409287996,1.19302740590509
Hilly,4.5,9.5,15.6135,15.4275274200346,4.533,10.6829666540064,1.20085155487547
Hilly,4.5,10,14.664,14.9933268829973,2.7225,5.84980867034058,1.20872701641989
Hilly,4.5,10.5,11.8155,13.2798046476442,1.821,3.12879304498833,1.21665412705807
Hilly,4.5,11,17.289,15.6130947787884,3.4155,7.88976327533446,1.22463322551667
Hilly,4.5,11.5,14.3355,14.6040706601597,2.7315,4.68835620751788,1.23266465274381
Hilly,4.5,12,15.2175,14.9302197056568,4.593,9.8044971459894,1.24074875192364
Hilly,5,0,16.749,16.3697767491291,4.0185,8.87809131272836,1.06755201484304
Hilly,5,0.5,16.884,16.117944398485,3.0255,8.08843576424051,1.07455326725049
Hilly,5,1,16.6305,14.0381661707922,2.8515,6.68416001851102,1.08160043548649
Hilly,5,1.5,16.287,16.6223457601937,1.4925,1.54056749747803,1.08869382067763
Hilly,5,2,16.0875,16.0612342668137,2.5335,6.32426613069348,1.09583372592536
Hilly,5,2.5,16.4625,15.7544982643442,2.469,6.57589824701554,1.10302045631895
Hilly,5,3,16.6455,16.5286352403386,2.76,7.70338515570544,1.11025431894851
Hilly,5,3.5,13.05,14.1508419018309,5.6385,11.5655509874306,1.1175356229181
Hilly,5,4,13.194,15.0321912737231,2.661,5.56046118333979,1.124864679359
Hilly,5,4.5,14.331,14.2239464299053,4.6695,9.83917784488447,1.13224180144292
Hilly,5,5,14.2815,16.1741154459582,3.6225,7.54187163813615,1.13966730439543
Hilly,5,5.5,16.572,14.9600050474727,2.511,6.03571462383769,1.14714150550943
Hilly,5,6,15.5685,13.8483963652025,1.992,4.8159530813363,1.15466472415871
Hilly,5,6.5,16.95,16.1750303598744,3.5985,7.76419110535078,1.16223728181157
Hilly,5,7,14.0985,15.8177078904677,2.4015,5.91664335771973,1.16985950204457
Hilly,5,7.5,16.5915,16.7643774801189,3.573,7.55380333990495,1.17753171055638
Hilly,5,8,17.7555,15.8180875946829,3.36,7.80667885171906,1.18525423518166
Hilly,5,8.5,15.753,14.4176387506019,4.0275,8.90340059145025,1.19302740590509
Hilly,5,9,11.925,15.0036424149033,2.1705,5.76877301441448,1.20085155487547
Hilly,5,9.5,14.931,15.5202176899313,2.139,5.74557984498536,1.20872701641989
Hilly,5,10,12.7515,15.0692114229034,2.0415,3.65896512217678,1.21665412705807
Hilly,5,10.5,12.066,13.4265317219911,2.445,5.87312931572119,1.22463322551667
Hilly,5,11,16.2615,16.462099490735,1.797,2.83894041026951,1.23266465274381
Hilly,5,11.5,14.391,14.0336419407953,1.8645,3.81229914158083,1.24074875192364
Hilly,5,12,17.7315,15.3183195397017,3.2085,8.25263348506254,1.24888586849096
Hilly,5.5,0,19.197,15.3137765107242,5.028,9.71089047809474,1.07455326725049
Hilly,5.5,0.5,18.468,16.2971897539898,4.374,10.3382413240101,1.08160043548649
Hilly,5.5,1,14.037,16.1333333473885,3.0435,8.17373033577942,1.08869382067763
Hilly,5.5,1.5,16.731,16.0065894912957,3.198,8.20965683242134,1.09583372592536
Hilly,5.5,2,13.1385,14.1602303195987,1.794,2.09243389186773,1.10302045631895
Hilly,5.5,2.5,15.33,16.2021044551475,2.274,3.12355664626864,1.11025431894851
Hilly,5.5,3,14.616,15.0806503270156,3.477,7.45533783573206,1.1175356229181
Hilly,5.5,3.5,16.434,16.9021152220541,2.1015,4.30168871087927,1.124864679359
Hilly,5.5,4,16.194,15.1903547203682,3.8115,9.32717421444087,1.13224180144292
Hilly,5.5,4.5,16.3215,14.9323927183797,2.4495,4.41669343144246,1.13966730439543
Hilly,5.5,5,15.5265,14.9227692159139,3.159,7.70387154193876,1.14714150550943
Hilly,5.5,5.5,15.717,14.7493198044479,2.4915,4.87753756562485,1.15466472415871
Hilly,5.5,6,17.049,16.0566677929216,3.8145,7.84979216220378,1.16223728181157
Hilly,5.5,6.5,19.383,17.4783871202846,3.0675,8.16884363772199,1.16985950204457
Hilly,5.5,7,16.6785,15.3608326215258,2.28,5.98313957581415,1.17753171055638
Hilly,5.5,7.5,12.54,12.2858056475008,2.907,6.63935783408152,1.18525423518166
Hilly,5.5,8,16.995,15.1430045478001,3.756,9.72861673998259,1.19302740590509
Hilly,5.5,8.5,19.446,15.999144875108,3.4995,7.82435771961442,1.20085155487547
Hilly,5.5,9,13.4895,14.5848547126736,3.2385,7.36545683150303,1.20872701641989
Hilly,5.5,9.5,15.3855,15.8161294656914,3.372,7.19636323968927,1.21665412705807
Hilly,5.5,10,14.118,15.5974798788596,1.2615,0.578708317139585,1.22463322551667
Hilly,5.5,10.5,16.7085,15.9251434572079,1.914,3.12802979655937,1.23266465274381
Hilly,5.5,11,14.2935,14.4981119548409,3.1365,6.96019148883308,1.24074875192364
Hilly,5.5,11.5,18.774,16.0622219343834,2.4015,6.30022758335291,1.24888586849096
Hilly,5.5,12,12.5175,13.396304556306,1.8585,3.61839338149756,1.25707635014603
Hilly,6,0,14.661,15.3171965184127,3.4965,7.60312605217789,1.08160043548649
Hilly,6,0.5,15.6075,14.5886734877662,3.642,8.62575409303264,1.08869382067763
Hilly,6,1,11.997,14.8874987277026,1.4685,1.60707785582836,1.09583372592536
Hilly,6,1.5,14.0145,16.1245551196342,2.7015,6.9041994208494,1.10302045631895
Hilly,6,2,16.128,16.0745851185869,4.7145,9.85696828261559,1.11025431894851
Hilly,6,2.5,16.509,16.6124413667367,2.76,7.70338515570544,1.1175356229181
Hilly,6,3,14.3265,16.2043467099392,3.2205,8.60255611336965,1.124864679359
